State,City,Credit Balance,Checking Account Number,Zip,First Name,Credit Limit,Last Name,Savings Balance,Phone Number,ID,PIN,Savings Account Number,Date of Birth,Credit Account Number,Credit Score,Address,Checking Balance
TX,El Paso,680.07,1000618,79999,Tyler,6800,Baxter,17221.74,(915) 123-4567,618,9584,2000618,9/11/62,3000618,719,101 Random Rd.,2282.63
TX,El Paso,18.88,1000517,79999,Jamie,100,Conner,21405.66,(915) 123-4567,517,5820,2000517,4/22/72,3000517,317,101 Random Rd.,1552.46
TX,El Paso,836.61,1000922,79999,Dana,4400,Park,21482.72,(915) 123-4567,922,7566,2000922,7/27/88,3000922,631,101 Random Rd.,2408.24
CA,Anaheim,960.83,1000034,92802,Mulan,6000,Disney,16453.02,(714) 781-4636,34,2630,2000034,8/9/71,3000034,702,1313 Disneyland Dr.,1694.94
TX,El Paso,78.11,1000977,79999,Samuel,300,Burton,15666.96,(915) 123-4567,977,5694,2000977,6/1/52,3000977,562,101 Random Rd.,1810.78
TX,El Paso,90.57,1000118,79999,Sean,500,Roberts,7149.13,(915) 123-4567,118,5331,2000118,4/15/61,3000118,543,101 Random Rd.,1691.84
TX,El Paso,5434.17,1000631,79999,Kayla,20900,Smith,10199.65,(915) 123-4567,631,9245,2000631,1/29/36,3000631,838,101 Random Rd.,1907.62
TX,El Paso,24.53,1000336,79999,Chelsea,400,Porter,13403.53,(915) 123-4567,336,3177,2000336,3/30/76,3000336,503,101 Random Rd.,2413.34
TX,El Paso,24.05,1000096,79999,Stephanie,300,Mcdonald,2889.94,(915) 123-4567,96,2542,2000096,10/3/68,3000096,416,101 Random Rd.,2080.97
TX,El Paso,4900.04,1001018,79999,Thomas,17500,Stevenson,2580.9,(915) 123-4567,1018,1853,2001018,1/9/84,3001018,827,101 Random Rd.,1785.49
CA,Anaheim,24.45,1000010,92802,Jasmine,600,Disney,5926.89,(714) 781-4636,10,7901,2000010,7/18/86,3000010,489,1313 Disneyland Dr.,1608.26
TX,El Paso,2.73,1000735,79999,Kimberly,100,Roberts,15348.01,(915) 123-4567,735,2999,2000735,5/3/98,3000735,555,101 Random Rd.,1755.88
TX,El Paso,0.32,1000342,79999,Jeffrey,400,Sloan,2603.82,(915) 123-4567,342,5510,2000342,6/28/13,3000342,471,101 Random Rd.,2353.73
TX,El Paso,720.07,1000406,79999,Ricardo,4500,Rodriguez,23734.85,(915) 123-4567,406,9412,2000406,8/26/04,3000406,624,101 Random Rd.,1636.14
TX,El Paso,438.14,1000985,79999,Michael,7300,Johnson,2601.11,(915) 123-4567,985,9747,2000985,8/5/61,3000985,721,101 Random Rd.,1531.68
TX,El Paso,18.51,1000062,79968,Pablo,300,Martinez,21418.1,(915) 747-5000,62,9456,2000062,1/14/41,3000062,489,500 W. University Ave.,2003.61
TX,El Paso,28.03,1000244,79999,Dorothy,100,Cox,21074.51,(915) 123-4567,244,5146,2000244,4/18/37,3000244,340,101 Random Rd.,1793.02
CA,Anaheim,12.54,1000008,92802,Cinderella,200,Disney,13123.64,(714) 781-4636,8,4886,2000008,9/3/95,3000008,406,1313 Disneyland Dr.,1624.54
TX,El Paso,624.73,1000549,79999,Ryan,4800,Sullivan,4444.23,(915) 123-4567,549,8599,2000549,11/6/87,3000549,584,101 Random Rd.,1892.29
TX,El Paso,44.91,1000172,79999,Jill,200,Henderson,11021.04,(915) 123-4567,172,4602,2000172,1/10/10,3000172,459,101 Random Rd.,2294.03
TX,El Paso,80.88,1000377,79999,Travis,500,Ruiz,3493.66,(915) 123-4567,377,2533,2000377,4/17/07,3000377,325,101 Random Rd.,2446.69
TX,El Paso,108.53,1000833,79999,Sarah,600,Stanton,13338.24,(915) 123-4567,833,4689,2000833,4/8/13,3000833,553,101 Random Rd.,2270
TX,El Paso,108.75,1000414,79999,Philip,400,Collins,7143.24,(915) 123-4567,414,5611,2000414,10/18/42,3000414,308,101 Random Rd.,1699.15
TX,El Paso,1764.67,1000334,79999,Kyle,19600,Taylor,21818.86,(915) 123-4567,334,6991,2000334,9/4/34,3000334,809,101 Random Rd.,1770.62
TX,El Paso,27.95,1000289,79999,Matthew,100,Perez,1305.4,(915) 123-4567,289,4855,2000289,10/24/45,3000289,522,101 Random Rd.,1728.25
TX,El Paso,0.11,1000840,79999,Victor,300,Anderson,7462.5,(915) 123-4567,840,6517,2000840,9/13/30,3000840,495,101 Random Rd.,1519.38
TX,El Paso,0.92,1000167,79999,Anthony,400,Sanchez,2316.8,(915) 123-4567,167,5566,2000167,4/26/81,3000167,400,101 Random Rd.,1746.69
TX,El Paso,108.16,1000233,79999,Destiny,400,Ferguson,1085.5,(915) 123-4567,233,7102,2000233,12/13/14,3000233,365,101 Random Rd.,1621.21
TX,El Paso,200.73,1000781,79999,Alexandra,4000,Simpson,23589.39,(915) 123-4567,781,2131,2000781,11/5/42,3000781,605,101 Random Rd.,2297.35
TX,El Paso,4148.21,1000648,79999,Joanna,24400,Knight,10436.48,(915) 123-4567,648,1186,2000648,5/27/02,3000648,841,101 Random Rd.,2143.94
TX,El Paso,3179.63,1000621,79999,Natalie,18700,Richardson,20502.42,(915) 123-4567,621,6746,2000621,12/9/05,3000621,843,101 Random Rd.,2049.37
TX,El Paso,8.93,1000246,79999,David,200,Gross,11200.1,(915) 123-4567,246,5591,2000246,7/7/56,3000246,337,101 Random Rd.,1846.47
TX,El Paso,95.34,1000627,79999,Sherri,500,Armstrong,8286.54,(915) 123-4567,627,4636,2000627,4/24/45,3000627,359,101 Random Rd.,2331.67
TX,El Paso,145.67,1000819,79999,Ann,2900,Rogers,24035.61,(915) 123-4567,819,2607,2000819,5/27/40,3000819,584,101 Random Rd.,1610.5
CA,Anaheim,16.51,1000002,92802,Donald,200,Duck,15788.24,(714) 781-4636,2,4601,2000002,1/9/80,3000002,483,1313 Disneyland Dr.,1525.45
TX,El Paso,41.22,1000792,79999,Colleen,4100,Hall,7006.84,(915) 123-4567,792,8903,2000792,7/6/75,3000792,601,101 Random Rd.,2198.68
TX,El Paso,24.07,1000510,79999,Steven,600,Hernandez,3864.85,(915) 123-4567,510,1881,2000510,9/1/73,3000510,422,101 Random Rd.,2051.33
CA,Anaheim,8.89,1000020,92802,Beast,100,Disney,24897.73,(714) 781-4636,20,1704,2000020,5/17/58,3000020,569,1313 Disneyland Dr.,1611.84
TX,El Paso,95.87,1001030,79999,Wendy,500,Phillips,15947.46,(915) 123-4567,1030,8428,2001030,8/3/97,3001030,447,101 Random Rd.,1973.28
TX,El Paso,45,1000823,79999,Joseph,1500,Fritz,9121.95,(915) 123-4567,823,8387,2000823,4/20/59,3000823,618,101 Random Rd.,2046.54
TX,El Paso,27.55,1000529,79999,Ryan,100,Brown,7507.44,(915) 123-4567,529,6300,2000529,1/3/42,3000529,518,101 Random Rd.,1500.94
TX,El Paso,108.31,1000962,79999,Christopher,400,Berry,7145.8,(915) 123-4567,962,3322,2000962,9/7/99,3000962,334,101 Random Rd.,2035.5
TX,El Paso,52.67,1000435,79999,Rebecca,200,Brown,6693.08,(915) 123-4567,435,6674,2000435,6/29/93,3000435,470,101 Random Rd.,2137.65
TX,El Paso,144.22,1000041,79968,Eduardo,600,Briones,13967.68,(915) 747-5000,41,7794,2000041,4/13/38,3000041,365,500 W. University Ave.,2279.98
CA,Anaheim,78.64,1000029,92802,Evil,600,Queen,16249.79,(714) 781-4636,29,6164,2000029,10/26/65,3000029,348,1313 Disneyland Dr.,2093.34
TX,El Paso,28.62,1000474,79999,Doris,200,Mercado,850.1,(915) 123-4567,474,9318,2000474,5/20/02,3000474,475,101 Random Rd.,2320.38
TX,El Paso,3175.53,1000217,79999,Timothy,12700,Romero,1602.79,(915) 123-4567,217,2945,2000217,8/12/40,3000217,777,101 Random Rd.,2466.55
TX,El Paso,44.58,1000448,79999,Alexis,400,Shea,20228.92,(915) 123-4567,448,1517,2000448,7/19/03,3000448,335,101 Random Rd.,2460.46
TX,El Paso,132.72,1000060,79968,Valeria,600,MartinDelCampo,9840.02,(915) 747-5000,60,3738,2000060,11/15/73,3000060,444,500 W. University Ave.,1675.06
TX,El Paso,120.31,1000777,79999,Craig,500,Brown,24478.64,(915) 123-4567,777,2688,2000777,2/19/49,3000777,436,101 Random Rd.,1697.82
TX,El Paso,144.93,1000744,79999,Dennis,600,Smith,12639.18,(915) 123-4567,744,7504,2000744,12/27/96,3000744,531,101 Random Rd.,2170.06
TX,El Paso,14.21,1000108,79999,Chelsea,200,Gallagher,12361.7,(915) 123-4567,108,2788,2000108,2/26/48,3000108,409,101 Random Rd.,2121.9
TX,El Paso,221.18,1000810,79999,Melissa,1300,Johnson,10277.75,(915) 123-4567,810,3167,2000810,10/4/40,3000810,633,101 Random Rd.,1716.73
TX,El Paso,213.27,1000992,79999,Danielle,7100,Conrad,11883.22,(915) 123-4567,992,1264,2000992,5/28/03,3000992,736,101 Random Rd.,2019
TX,El Paso,1196.55,1000298,79999,Stephen,5200,Villegas,6464.39,(915) 123-4567,298,7399,2000298,10/5/89,3000298,692,101 Random Rd.,1528.9
TX,El Paso,336.03,1000872,79999,Mindy,4200,Ross,737.11,(915) 123-4567,872,6502,2000872,12/1/63,3000872,661,101 Random Rd.,2468.3
TX,El Paso,76.82,1000800,79999,George,400,Ayala,17573.81,(915) 123-4567,800,3609,2000800,12/1/15,3000800,528,101 Random Rd.,2277.12
TX,El Paso,30.22,1000619,79999,Amber,600,Long,17290.03,(915) 123-4567,619,5799,2000619,7/5/85,3000619,492,101 Random Rd.,2499.24
TX,El Paso,42.95,1000689,79999,Carl,600,Foley,13250.77,(915) 123-4567,689,8604,2000689,6/25/38,3000689,394,101 Random Rd.,1523.32
TX,El Paso,15.69,1000355,79999,William,100,Wolf,7361.66,(915) 123-4567,355,2563,2000355,4/1/35,3000355,348,101 Random Rd.,1695.49
TX,El Paso,2828.25,1000382,79999,Thomas,10100,Elliott,23523.77,(915) 123-4567,382,9149,2000382,3/22/76,3000382,783,101 Random Rd.,2104.95
TX,El Paso,60.19,1000997,79999,Elizabeth,400,Medina,11029.43,(915) 123-4567,997,1373,2000997,3/10/16,3000997,456,101 Random Rd.,1648.83
TX,El Paso,10.23,1000668,79999,Sarah,100,Jones,16598.77,(915) 123-4567,668,7532,2000668,4/6/57,3000668,527,101 Random Rd.,2331.42
TX,El Paso,26.45,1000241,79999,James,200,Henderson,7365.35,(915) 123-4567,241,4408,2000241,3/30/59,3000241,378,101 Random Rd.,1754.51
TX,El Paso,4.53,1000258,79999,Karen,100,Thomas,3353.6,(915) 123-4567,258,4816,2000258,3/24/56,3000258,423,101 Random Rd.,1781.29
TX,El Paso,310.02,1000850,79999,Alexander,6200,Wilson,23086.95,(915) 123-4567,850,9345,2000850,3/19/68,3000850,716,101 Random Rd.,2384.9
TX,El Paso,64.45,1001016,79999,Kim,400,Craig,22599.81,(915) 123-4567,1016,1695,2001016,9/11/55,3001016,437,101 Random Rd.,2117.84
TX,El Paso,3.63,1000887,79999,Stephanie,100,Williams,14042.72,(915) 123-4567,887,7579,2000887,1/12/73,3000887,501,101 Random Rd.,1786.61
TX,El Paso,40.1,1000354,79999,Heidi,400,Barker,12137.99,(915) 123-4567,354,7399,2000354,10/29/60,3000354,570,101 Random Rd.,1847.53
TX,El Paso,5740.55,1000072,79968,Jaehyeon,20500,Park,23369.95,(915) 747-5000,72,4573,2000072,5/16/34,3000072,814,500 W. University Ave.,1991.37
TX,El Paso,3277.49,1000200,79999,Sharon,11300,Miller,22285.85,(915) 123-4567,200,5958,2000200,6/3/79,3000200,762,101 Random Rd.,2480.31
TX,El Paso,46.3,1000291,79999,Mary,200,Cruz,24007.38,(915) 123-4567,291,8841,2000291,8/19/34,3000291,327,101 Random Rd.,1914.25
TX,El Paso,5.24,1000836,79999,Cynthia,100,Ellis,6246.22,(915) 123-4567,836,9435,2000836,10/2/84,3000836,364,101 Random Rd.,2175.21
TX,El Paso,48.39,1000532,79999,Dennis,300,Reynolds,13848.96,(915) 123-4567,532,7839,2000532,6/5/45,3000532,534,101 Random Rd.,1677.24
TX,El Paso,5310.47,1000053,79968,Victor,17700,Juarez,20970.61,(915) 747-5000,53,5183,2000053,7/3/05,3000053,814,500 W. University Ave.,2139.51
TX,El Paso,0.99,1000079,79968,Jose,100,Toriano,23052.16,(915) 747-5000,79,4752,2000079,7/6/87,3000079,306,500 W. University Ave.,2410.51
TX,El Paso,462.58,1000238,79999,Anna,2200,Gutierrez,22396.4,(915) 123-4567,238,8673,2000238,4/14/11,3000238,605,101 Random Rd.,1778.27
TX,El Paso,56.36,1000304,79999,Jasmine,400,Ramirez,12680.9,(915) 123-4567,304,4234,2000304,7/27/42,3000304,376,101 Random Rd.,2177.82
TX,El Paso,4860.56,1000400,79999,Michael,18000,Castillo,4095.49,(915) 123-4567,400,3500,2000400,9/3/32,3000400,843,101 Random Rd.,2350.62
TX,El Paso,2.23,1000765,79999,Rachel,200,Hart,13949.56,(915) 123-4567,765,3915,2000765,9/29/57,3000765,509,101 Random Rd.,2274.4
TX,El Paso,15.63,1000432,79999,Rita,300,Owens,2472.23,(915) 123-4567,432,7985,2000432,8/29/73,3000432,568,101 Random Rd.,1786.45
TX,El Paso,581.88,1000771,79999,Alexis,8300,Black,2785.79,(915) 123-4567,771,8708,2000771,2/4/80,3000771,784,101 Random Rd.,2284.03
TX,El Paso,96.39,1000766,79999,Richard,400,Sullivan,10054.07,(915) 123-4567,766,9268,2000766,11/30/34,3000766,508,101 Random Rd.,2152.53
TX,El Paso,1425.94,1000415,79999,Hunter,5700,Moore,18404.57,(915) 123-4567,415,9812,2000415,8/21/58,3000415,704,101 Random Rd.,2228.42
TX,El Paso,598.12,1000135,79999,Jeffrey,2300,Weiss,3611.03,(915) 123-4567,135,7448,2000135,8/1/57,3000135,623,101 Random Rd.,1845.66
TX,El Paso,119.78,1000789,79999,Hector,700,Whitney,14525.05,(915) 123-4567,789,8763,2000789,6/10/34,3000789,588,101 Random Rd.,2202.8
TX,El Paso,44.08,1000709,79999,Douglas,400,Hernandez,12430.18,(915) 123-4567,709,3660,2000709,7/6/39,3000709,304,101 Random Rd.,1629.91
TX,El Paso,132.15,1000776,79999,Michael,600,Thomas,22582.93,(915) 123-4567,776,3314,2000776,10/25/84,3000776,440,101 Random Rd.,1506.58
TX,El Paso,30.94,1000939,79999,Elizabeth,300,Rodriguez,5649.9,(915) 123-4567,939,8232,2000939,8/20/55,3000939,496,101 Random Rd.,1742.95
TX,El Paso,900.93,1001005,79999,Elizabeth,4500,Jackson,13741.12,(915) 123-4567,1005,8687,2001005,7/22/03,3001005,661,101 Random Rd.,1629.43
TX,El Paso,78.44,1000692,79999,Travis,600,Burton,2979.94,(915) 123-4567,692,9513,2000692,7/2/07,3000692,368,101 Random Rd.,2251.64
TX,El Paso,1240.84,1000044,79968,Ashley,15500,Chacon,1513.68,(915) 747-5000,44,8204,2000044,5/20/21,3000044,747,500 W. University Ave.,1936.59
TX,El Paso,104.78,1000600,79999,David,400,Harvey,3809.6,(915) 123-4567,600,1675,2000600,12/1/37,3000600,424,101 Random Rd.,2040.22
TX,El Paso,6.72,1000242,79999,Ashley,100,Jones,5521.64,(915) 123-4567,242,2852,2000242,11/24/74,3000242,353,101 Random Rd.,2428.2
TX,El Paso,66.43,1000770,79999,Michelle,600,Ray,15966.34,(915) 123-4567,770,2407,2000770,7/4/88,3000770,484,101 Random Rd.,2163.64
TX,El Paso,693.36,1000213,79999,Susan,6300,Alvarez,13181.1,(915) 123-4567,213,2934,2000213,6/17/72,3000213,711,101 Random Rd.,2421.63
TX,El Paso,7.56,1000715,79999,Joshua,100,Banks,3936.74,(915) 123-4567,715,8643,2000715,1/12/61,3000715,474,101 Random Rd.,1641.87
TX,El Paso,30.6,1000067,79968,Arturo,300,Olmos,12729.75,(915) 747-5000,67,9267,2000067,6/26/12,3000067,505,500 W. University Ave.,2316.34
TX,El Paso,24.56,1000672,79999,Ashley,600,Walker,15326.54,(915) 123-4567,672,2620,2000672,11/18/45,3000672,541,101 Random Rd.,1961.68
TX,El Paso,1975.3,1000911,79999,Deanna,7900,Cummings,24528.83,(915) 123-4567,911,6116,2000911,2/1/95,3000911,779,101 Random Rd.,2010.08
TX,El Paso,210.48,1000197,79999,Samantha,2100,Howell,5622.01,(915) 123-4567,197,1776,2000197,7/8/40,3000197,604,101 Random Rd.,1947.5
TX,El Paso,65.79,1000955,79999,Ryan,500,Washington,6362.22,(915) 123-4567,955,2395,2000955,6/22/90,3000955,317,101 Random Rd.,2227.09
TX,El Paso,0.12,1000038,79968,Erik,600,Macik,2678.47,(915) 747-5000,38,2422,2000038,4/7/94,3000038,425,500 W. University Ave.,2045.33
TX,El Paso,60.01,1000148,79999,Nancy,200,Morgan,585.16,(915) 123-4567,148,5311,2000148,2/14/21,3000148,332,101 Random Rd.,1507.32
TX,El Paso,63.7,1001014,79999,Patricia,300,Hughes,4936.93,(915) 123-4567,1014,8127,2001014,5/28/02,3001014,334,101 Random Rd.,1774.62
TX,El Paso,717.63,1000425,79999,Mark,23900,Lamb,23869.89,(915) 123-4567,425,4867,2000425,8/29/65,3000425,838,101 Random Rd.,1697.31
TX,El Paso,78.22,1000976,79999,Stephanie,600,Perry,4389.6,(915) 123-4567,976,3906,2000976,11/8/66,3000976,518,101 Random Rd.,2062.6
TX,El Paso,66.52,1000176,79999,James,300,Pittman,21890.17,(915) 123-4567,176,2984,2000176,6/25/58,3000176,311,101 Random Rd.,1835.79
TX,El Paso,3657.08,1000372,79999,Rhonda,15900,Kane,18936.44,(915) 123-4567,372,3949,2000372,11/28/34,3000372,774,101 Random Rd.,2099.16
TX,El Paso,481.02,1000539,79999,Michael,3700,Martinez,9935.19,(915) 123-4567,539,8568,2000539,9/4/78,3000539,659,101 Random Rd.,2368.47
TX,El Paso,252.97,1000599,79999,Jennifer,3600,Smith,2165.14,(915) 123-4567,599,7671,2000599,4/12/66,3000599,640,101 Random Rd.,2216.72
TX,El Paso,1111.08,1000645,79999,Matthew,10100,Gonzalez,7527.82,(915) 123-4567,645,9979,2000645,7/31/81,3000645,783,101 Random Rd.,2231.23
TX,El Paso,580.1,1000210,79999,Brian,11600,Jensen,8596.13,(915) 123-4567,210,7333,2000210,1/2/69,3000210,768,101 Random Rd.,2483.25
CA,Anaheim,87.85,1000025,92802,Gaston,300,Disney,4184.44,(714) 781-4636,25,3819,2000025,9/23/17,3000025,451,1313 Disneyland Dr.,1574.01
TX,El Paso,40.45,1000808,79999,Megan,500,Thompson,969.93,(915) 123-4567,808,1881,2000808,3/19/58,3000808,350,101 Random Rd.,2088.12
TX,El Paso,15.79,1000686,79999,Mary,300,Gonzalez,17241.47,(915) 123-4567,686,3556,2000686,6/9/65,3000686,501,101 Random Rd.,2078.15
TX,El Paso,1534.26,1000472,79999,Brian,5900,Lopez,8314.26,(915) 123-4567,472,7741,2000472,5/15/47,3000472,674,101 Random Rd.,2420.3
TX,El Paso,9.13,1000169,79999,Christina,100,Walker,6839.74,(915) 123-4567,169,5365,2000169,2/27/39,3000169,531,101 Random Rd.,1799.37
TX,El Paso,814.71,1001009,79999,Beth,7400,Moss,21665.72,(915) 123-4567,1009,9783,2001009,7/22/60,3001009,677,101 Random Rd.,1516.65
TX,El Paso,2295.48,1000996,79999,Jamie,15300,Brown,17927.58,(915) 123-4567,996,6522,2000996,4/29/62,3000996,744,101 Random Rd.,1886.88
TX,El Paso,6.8,1000578,79999,David,200,Costa,6467.65,(915) 123-4567,578,9699,2000578,5/12/62,3000578,365,101 Random Rd.,1563.45
TX,El Paso,340.23,1000139,79999,Ashley,2000,Romero,5281.39,(915) 123-4567,139,4652,2000139,12/30/44,3000139,605,101 Random Rd.,1860.3
CA,Anaheim,1368.66,1000027,92802,Captaiin,11400,Hook,3314.09,(714) 781-4636,27,9327,2000027,10/4/88,3000027,792,1313 Disneyland Dr.,2376.96
TX,El Paso,132.02,1000867,79999,Sandra,600,Sutton,13974.59,(915) 123-4567,867,6127,2000867,8/24/48,3000867,507,101 Random Rd.,2451.98
TX,El Paso,20.95,1000574,79999,Danielle,500,Gardner,13389.46,(915) 123-4567,574,8171,2000574,6/9/40,3000574,492,101 Random Rd.,1909.73
TX,El Paso,1344.16,1000864,79999,Sherry,5600,Mora,8341.58,(915) 123-4567,864,8145,2000864,7/22/86,3000864,728,101 Random Rd.,2356.28
TX,El Paso,1241.69,1000932,79999,Kimberly,7300,Miller,18404.04,(915) 123-4567,932,1780,2000932,2/10/67,3000932,696,101 Random Rd.,1753.97
TX,El Paso,6.35,1000068,79968,Mauricio,600,OrnelasGutierrez,1092.59,(915) 747-5000,68,7976,2000068,5/18/96,3000068,539,500 W. University Ave.,2023.6
TX,El Paso,60.76,1000589,79999,Jeff,500,Ray,12078.67,(915) 123-4567,589,8778,2000589,12/5/74,3000589,535,101 Random Rd.,1936.74
TX,El Paso,1808.17,1000496,79999,Gabriel,22600,Hansen,4039.08,(915) 123-4567,496,6277,2000496,1/3/13,3000496,841,101 Random Rd.,2153.17
TX,El Paso,60.77,1000651,79999,Melissa,300,Mcdonald,14919.1,(915) 123-4567,651,8295,2000651,1/15/09,3000651,506,101 Random Rd.,1796.48
TX,El Paso,78.26,1000623,79999,Michelle,600,Walsh,18557.17,(915) 123-4567,623,3705,2000623,9/19/64,3000623,479,101 Random Rd.,1591.14
TX,El Paso,24.31,1000871,79999,Joseph,300,Robinson,5808.69,(915) 123-4567,871,7535,2000871,5/5/87,3000871,451,101 Random Rd.,2322.02
TX,El Paso,30.27,1000131,79999,Kimberly,500,Kline,3637.13,(915) 123-4567,131,6105,2000131,6/4/34,3000131,337,101 Random Rd.,2099.83
TX,El Paso,0.92,1001007,79999,Laura,24100,Williams,13365.43,(915) 123-4567,1007,7214,2001007,7/1/75,3001007,824,101 Random Rd.,1647.89
TX,El Paso,144.96,1000046,79968,Andres,600,DeLaRosa,17201.37,(915) 747-5000,46,3805,2000046,5/31/75,3000046,421,500 W. University Ave.,1923.75
TX,El Paso,3312.85,1000775,79999,Bryan,20700,Fields,10621.05,(915) 123-4567,775,8802,2000775,3/27/18,3000775,805,101 Random Rd.,2377.97
TX,El Paso,1673.79,1000821,79999,Chad,23900,Green,22548.4,(915) 123-4567,821,8300,2000821,1/14/79,3000821,831,101 Random Rd.,2006.31
TX,El Paso,1617.07,1000968,79999,Amy,14700,Fuller,22379.14,(915) 123-4567,968,4191,2000968,6/7/03,3000968,774,101 Random Rd.,1856.57
TX,El Paso,3248.02,1000152,79999,Marissa,11600,Wagner,12633.54,(915) 123-4567,152,2206,2000152,5/8/14,3000152,792,101 Random Rd.,1872.42
TX,El Paso,28.96,1000537,79999,Jessica,400,Olsen,20545.65,(915) 123-4567,537,7866,2000537,6/3/73,3000537,515,101 Random Rd.,1757.63
TX,El Paso,145.53,1000226,79999,Roberto,500,Gutierrez,2795.8,(915) 123-4567,226,4631,2000226,2/13/42,3000226,542,101 Random Rd.,1999.99
TX,El Paso,12.51,1000055,79968,Justin,200,Lim,20928.77,(915) 747-5000,55,5471,2000055,8/30/58,3000055,310,500 W. University Ave.,2306.49
TX,El Paso,87.67,1000967,79999,Krista,300,Beck,1754.24,(915) 123-4567,967,2556,2000967,11/7/20,3000967,419,101 Random Rd.,1822.85
TX,El Paso,108.93,1000632,79999,Christopher,400,Osborne,22400,(915) 123-4567,632,9245,2000632,9/17/52,3000632,366,101 Random Rd.,2200.79
TX,El Paso,14.27,1000443,79999,David,200,Davila,15780.56,(915) 123-4567,443,9439,2000443,11/18/91,3000443,556,101 Random Rd.,1709.42
TX,El Paso,42.02,1000701,79999,John,200,Hill,5307.66,(915) 123-4567,701,3546,2000701,10/20/35,3000701,427,101 Random Rd.,2369.79
TX,El Paso,444.25,1000899,79999,Andre,7400,Ramos,4583.78,(915) 123-4567,899,3332,2000899,9/9/90,3000899,730,101 Random Rd.,2128.52
TX,El Paso,42.94,1000240,79999,Kaylee,300,Patterson,600.16,(915) 123-4567,240,2582,2000240,3/5/57,3000240,383,101 Random Rd.,1593.45
TX,El Paso,60.09,1000235,79999,Joseph,300,Lewis,5081.91,(915) 123-4567,235,4141,2000235,5/3/36,3000235,327,101 Random Rd.,1579.47
TX,El Paso,188.18,1000926,79999,Ruth,4700,Ponce,7270.37,(915) 123-4567,926,9539,2000926,5/5/93,3000926,650,101 Random Rd.,2097.75
TX,El Paso,72.56,1000373,79999,Jeffrey,1200,Gonzalez,19667.11,(915) 123-4567,373,5699,2000373,2/27/75,3000373,601,101 Random Rd.,2344.84
TX,El Paso,369.52,1000357,79999,Christopher,4100,Jones,23125.39,(915) 123-4567,357,8415,2000357,10/15/77,3000357,661,101 Random Rd.,1762.16
TX,El Paso,481.46,1000212,79999,Lee,3700,Burke,22098.94,(915) 123-4567,212,3829,2000212,10/25/21,3000212,616,101 Random Rd.,1761.45
TX,El Paso,820.98,1001017,79999,James,8200,Mitchell,21234.49,(915) 123-4567,1017,7448,2001017,7/3/93,3001017,746,101 Random Rd.,1981.86
TX,El Paso,4914.57,1000642,79999,Nicholas,23400,Copeland,14867.09,(915) 123-4567,642,7901,2000642,11/23/66,3000642,822,101 Random Rd.,2475.95
TX,El Paso,0.86,1000702,79999,Wesley,11300,Williamson,22180.4,(915) 123-4567,702,5329,2000702,10/3/91,3000702,799,101 Random Rd.,2313.13
TX,El Paso,4.89,1000678,79999,Lisa,400,Miller,1624.12,(915) 123-4567,678,4637,2000678,7/21/64,3000678,334,101 Random Rd.,2359.41
TX,El Paso,3016.35,1000279,79999,Mary,10400,Church,2803.51,(915) 123-4567,279,3614,2000279,1/4/17,3000279,778,101 Random Rd.,2131.3
TX,El Paso,168.26,1000146,79999,Rachel,600,Vasquez,22316.82,(915) 123-4567,146,5821,2000146,8/23/72,3000146,545,101 Random Rd.,2459.21
TX,El Paso,265.77,1000716,79999,Daniel,5300,Smith,17120.78,(915) 123-4567,716,3758,2000716,5/14/11,3000716,682,101 Random Rd.,1823.92
TX,El Paso,164.2,1000873,79999,Sonia,8200,Durham,17945.21,(915) 123-4567,873,2116,2000873,12/10/71,3000873,780,101 Random Rd.,1894.9
TX,El Paso,21.18,1000211,79999,Sheila,300,Lewis,16332.33,(915) 123-4567,211,2791,2000211,5/12/77,3000211,515,101 Random Rd.,2334.44
TX,El Paso,720.02,1000515,79999,Bobby,8000,Bennett,5061.6,(915) 123-4567,515,3117,2000515,5/23/37,3000515,775,101 Random Rd.,2414.52
TX,El Paso,876.2,1000738,79999,Jennifer,7300,Bailey,14302.52,(915) 123-4567,738,4147,2000738,12/4/71,3000738,727,101 Random Rd.,2421.38
TX,El Paso,516.1,1000797,79999,Micheal,8600,Sanders,1438.62,(915) 123-4567,797,3168,2000797,11/28/86,3000797,742,101 Random Rd.,1719.31
TX,El Paso,2064.4,1000486,79999,Michael,12900,Fox,1599.78,(915) 123-4567,486,7126,2000486,3/12/32,3000486,754,101 Random Rd.,2347.52
TX,El Paso,40.37,1000834,79999,Marcia,200,Snyder,16739.73,(915) 123-4567,834,5382,2000834,6/30/20,3000834,549,101 Random Rd.,2100.83
TX,El Paso,16.13,1000965,79999,Mary,400,Anderson,18456.08,(915) 123-4567,965,1407,2000965,1/15/60,3000965,467,101 Random Rd.,1796.21
TX,El Paso,81.08,1000054,79968,Geber,300,Leyva,19708.56,(915) 747-5000,54,9368,2000054,10/23/79,3000054,489,500 W. University Ave.,1550.16
TX,El Paso,640.83,1000569,79999,Misty,6400,Jimenez,9593.88,(915) 123-4567,569,6835,2000569,10/4/83,3000569,690,101 Random Rd.,2054.77
TX,El Paso,96.62,1000419,79999,Justin,400,Martinez,17467.44,(915) 123-4567,419,8996,2000419,10/8/66,3000419,319,101 Random Rd.,2497.24
