ID,Pin,First Name,Last Name,Address,City,State,Zip,Phone Number,Date of Birth,Checking Account Number,Checking Balance,Savings Account Number,Savings Balance,Credit Account Number,Credit Balance,Credit Score,Credit Limit
170,1911,Linda,Bennett,834,El Paso,TX,79999,(915) 123-4567,12/12/37,1000170,68420.25999999997,2000170,128685.24000000005,3000170,1312.4299999999996,834,20200
171,7424,Karla,Johnson,439,El Paso,TX,79999,(915) 123-4567,12/7/72,1000171,120067.78999999998,2000171,186083.31000000008,3000171,99.58000000000001,439,100
172,1457,Jill,Henderson,380,El Paso,TX,79999,(915) 123-4567,8/17/99,1000172,84961.08000000002,2000172,156105.69,3000172,596.19,380,600
173,2195,Sandra,Rogers,413,El Paso,TX,79999,(915) 123-4567,6/30/08,1000173,79888.51,2000173,186204.69000000003,3000173,598.5899999999999,413,600
174,3694,Samuel,Harrington,752,El Paso,TX,79999,(915) 123-4567,2/15/73,1000174,92864.93,2000174,190754.13999999993,3000174,597.1099999999999,752,11300
175,8387,Andrew,Garcia,426,El Paso,TX,79999,(915) 123-4567,8/11/91,1000175,72586.07000000004,2000175,169868.30999999997,3000175,375.49,426,400
176,4615,James,Pittman,472,El Paso,TX,79999,(915) 123-4567,7/12/93,1000176,107311.08999999994,2000176,206736.11999999997,3000176,289.73,472,300
177,7925,Shannon,Holden,642,El Paso,TX,79999,(915) 123-4567,6/13/40,1000177,102584.94000000002,2000177,163967.42000000007,3000177,210.39000000000053,642,2800
178,5780,Renee,Zimmerman,395,El Paso,TX,79999,(915) 123-4567,10/16/97,1000178,80112.90000000002,2000178,148843.96000000005,3000178,597.2000000000003,395,600
179,2895,Richard,Brown,530,El Paso,TX,79999,(915) 123-4567,5/1/90,1000179,63348.809999999976,2000179,196697.60999999996,3000179,345.0400000000001,530,500
180,5884,Michael,Smith,654,El Paso,TX,79999,(915) 123-4567,3/26/35,1000180,57505.06000000005,2000180,183539.74999999994,3000180,1090.2500000000002,654,1600
181,2172,Nathan,Coleman,762,El Paso,TX,79999,(915) 123-4567,1/21/72,1000181,106247.07999999996,2000181,174101.4400000001,3000181,676.6299999999997,762,7900
182,1291,Kimberly,Richardson,840,El Paso,TX,79999,(915) 123-4567,2/4/74,1000182,63878.060000000034,2000182,168066.07999999993,3000182,441.26000000000005,840,21500
183,9122,Emily,Richardson,458,El Paso,TX,79999,(915) 123-4567,2/22/48,1000183,94923.02000000012,2000183,154166.3099999999,3000183,299.21999999999997,458,300
184,4543,Michael,White,625,El Paso,TX,79999,(915) 123-4567,8/10/46,1000184,55955.87000000001,2000184,160997.74,3000184,306.00000000000006,625,900
185,8331,Cody,Scott,329,El Paso,TX,79999,(915) 123-4567,10/11/81,1000185,79641.79000000007,2000185,207941.45000000013,3000185,493.66999999999985,329,500
186,4443,Jeremy,Alvarez,567,El Paso,TX,79999,(915) 123-4567,11/13/71,1000186,53738.20999999998,2000186,180796.45,3000186,362.95000000000005,567,400
187,5129,Keith,Ortiz,753,El Paso,TX,79999,(915) 123-4567,10/22/87,1000187,67972.20999999998,2000187,138585.51999999996,3000187,757.5400000000004,753,14200
188,7115,Mark,Ramos,564,El Paso,TX,79999,(915) 123-4567,5/19/71,1000188,64838.92000000004,2000188,154721.11000000002,3000188,296.5300000000001,564,300
189,8249,Eric,Vazquez,679,El Paso,TX,79999,(915) 123-4567,12/1/37,1000189,56283.689999999995,2000189,163427.26,3000189,190.00999999999985,679,6000
190,5945,James,Hammond,368,El Paso,TX,79999,(915) 123-4567,6/3/66,1000190,93303.61999999997,2000190,166871.35999999996,3000190,215.41000000000003,368,300
191,8775,Michelle,Maldonado,824,El Paso,TX,79999,(915) 123-4567,4/16/21,1000191,93916.93,2000191,158694.85000000003,3000191,1234.3499999999997,824,19500
192,3544,Jeremy,Morris,657,El Paso,TX,79999,(915) 123-4567,7/8/12,1000192,80054.73999999998,2000192,157701.42000000004,3000192,224.88999999999987,657,1600
193,4328,Olivia,Romero,782,El Paso,TX,79999,(915) 123-4567,12/21/45,1000193,67313.28000000004,2000193,152541.3,3000193,901.3100000000002,782,10400
194,5330,Nicholas,Anderson,365,El Paso,TX,79999,(915) 123-4567,4/26/53,1000194,49669.29999999998,2000194,182130.90999999997,3000194,480.6500000000001,365,500
195,7389,Kim,Buckley,642,El Paso,TX,79999,(915) 123-4567,4/14/74,1000195,138937.31999999992,2000195,218840.76000000007,3000195,584.5300000000003,642,2700
196,2833,Nicole,Rowland,407,El Paso,TX,79999,(915) 123-4567,11/9/65,1000196,76370.13999999998,2000196,172667.36000000007,3000196,396.8700000000002,407,400
197,3511,Samantha,Howell,406,El Paso,TX,79999,(915) 123-4567,11/30/59,1000197,95541.09000000003,2000197,156417.54999999993,3000197,197.38000000000008,406,200
198,5301,Jerry,Lee,522,El Paso,TX,79999,(915) 123-4567,4/27/50,1000198,88804.2600000001,2000198,167020.66999999995,3000198,257.82,522,400
199,1604,James,Nolan,552,El Paso,TX,79999,(915) 123-4567,11/29/90,1000199,92078.00999999997,2000199,161541.11999999997,3000199,346.05000000000024,552,600
200,3186,Sharon,Miller,533,El Paso,TX,79999,(915) 123-4567,7/29/75,1000200,111109.63000000002,2000200,135322.30999999997,3000200,597.5300000000001,533,600
201,9302,Andrew,Parks,722,El Paso,TX,79999,(915) 123-4567,2/1/88,1000201,58454.23999999997,2000201,162864.45999999996,3000201,662.68,722,6200
202,5197,Ethan,Holmes,640,El Paso,TX,79999,(915) 123-4567,2/29/56,1000202,79047.52999999998,2000202,150837.79,3000202,137.80000000000007,640,2800
203,7386,Mark,Lozano,844,El Paso,TX,79999,(915) 123-4567,11/26/35,1000203,89525.56,2000203,176857.08999999997,3000203,243.8699999999998,844,18400
204,1733,Molly,Cohen,389,El Paso,TX,79999,(915) 123-4567,3/31/72,1000204,92424.76999999997,2000204,143452.74999999985,3000204,96.98000000000013,389,600
205,4754,Zachary,Ellison,487,El Paso,TX,79999,(915) 123-4567,2/22/11,1000205,81986.49,2000205,183895.27000000002,3000205,98.1,487,100
206,3981,Donna,Allen,599,El Paso,TX,79999,(915) 123-4567,2/5/36,1000206,109523.67,2000206,166352.97000000006,3000206,1467.5900000000004,599,3700
207,9691,Amanda,Miller,696,El Paso,TX,79999,(915) 123-4567,2/25/32,1000207,123729.57999999994,2000207,207497.41999999993,3000207,560.0900000000013,696,6200
208,2761,Shirley,Foster,673,El Paso,TX,79999,(915) 123-4567,1/4/92,1000208,51491.350000000064,2000208,160143.99000000008,3000208,353.23999999999995,673,5400
209,6153,Jeffrey,Delgado,607,El Paso,TX,79999,(915) 123-4567,10/28/54,1000209,78033.84999999996,2000209,152861.34999999992,3000209,868.9300000000001,607,2300
210,3644,Brian,Jensen,387,El Paso,TX,79999,(915) 123-4567,10/2/49,1000210,83059.37999999998,2000210,138540.09,3000210,577.75,387,600
211,8430,Sheila,Lewis,555,El Paso,TX,79999,(915) 123-4567,3/19/32,1000211,108776.03999999996,2000211,166422.41999999995,3000211,595.4099999999999,555,600
212,4577,Lee,Burke,770,El Paso,TX,79999,(915) 123-4567,3/19/38,1000212,102034.28000000001,2000212,182453.78000000012,3000212,610.6100000000001,770,14900
213,9995,Susan,Alvarez,413,El Paso,TX,79999,(915) 123-4567,11/29/07,1000213,113974.72999999998,2000213,174960.79000000004,3000213,188.90999999999997,413,500
214,3795,Bridget,Wagner,670,El Paso,TX,79999,(915) 123-4567,6/8/48,1000214,74430.32999999999,2000214,188711.77999999982,3000214,241.64000000000033,670,5100
215,6181,Virginia,Phelps,844,El Paso,TX,79999,(915) 123-4567,6/21/84,1000215,58386.68,2000215,175501.18000000002,3000215,1116.8200000000002,844,17800
216,3749,Chase,Miller,745,El Paso,TX,79999,(915) 123-4567,10/15/89,1000216,50265.819999999956,2000216,153554.04999999996,3000216,1211.4099999999996,745,9300
217,8788,Timothy,Romero,603,El Paso,TX,79999,(915) 123-4567,6/28/37,1000217,65499.26999999995,2000217,154617.5599999999,3000217,625.3799999999999,603,1100
218,1320,Cesar,Jones,548,El Paso,TX,79999,(915) 123-4567,11/16/01,1000218,63052.46000000005,2000218,199331.24000000005,3000218,99.78999999999999,548,100
219,5238,Kathryn,Perez,850,El Paso,TX,79999,(915) 123-4567,9/15/44,1000219,98298.86000000003,2000219,150377.00000000012,3000219,483.9000000000003,850,23300
220,8812,Lisa,Garrett,755,El Paso,TX,79999,(915) 123-4567,6/14/83,1000220,115357.72000000009,2000220,148562.33,3000220,2934.5199999999995,755,14300
221,3423,Mark,Lee,301,El Paso,TX,79999,(915) 123-4567,4/28/78,1000221,84752.76999999995,2000221,181401.13000000003,3000221,196.46999999999997,301,200
222,5735,Kelly,Yu,625,El Paso,TX,79999,(915) 123-4567,4/14/17,1000222,81496.11,2000222,174810.46000000002,3000222,239.68999999999954,625,1500
223,3993,Christian,Smith,763,El Paso,TX,79999,(915) 123-4567,8/11/72,1000223,102055.24999999997,2000223,159443.5,3000223,474.98000000000013,763,9900
224,6692,Robert,Park,533,El Paso,TX,79999,(915) 123-4567,8/6/09,1000224,52682.05000000003,2000224,158776.48999999996,3000224,489.3200000000003,533,500
225,7168,Ariana,Lara,541,El Paso,TX,79999,(915) 123-4567,8/25/97,1000225,84110.83,2000225,138750.93999999994,3000225,298.06,541,300
226,7189,Roberto,Gutierrez,597,El Paso,TX,79999,(915) 123-4567,9/15/00,1000226,73248.31000000003,2000226,145477.17,3000226,185.78000000000043,597,1200
227,7114,Maria,Mccarthy,454,El Paso,TX,79999,(915) 123-4567,7/5/50,1000227,43098.21999999998,2000227,165490.33999999997,3000227,198.75000000000003,454,200
228,9222,Brittany,Ray,745,El Paso,TX,79999,(915) 123-4567,7/21/21,1000228,73913.88000000006,2000228,185967.40999999997,3000228,855.0999999999995,745,10700
229,3886,Shannon,Avery,318,El Paso,TX,79999,(915) 123-4567,11/29/78,1000229,94432.78,2000229,190050.78000000006,3000229,499.41,318,500
230,2390,Joanna,Trevino,484,El Paso,TX,79999,(915) 123-4567,2/4/01,1000230,36312.36999999998,2000230,155687.29999999996,3000230,394.25,484,400
231,5829,Paul,Fisher,341,El Paso,TX,79999,(915) 123-4567,2/24/89,1000231,52851.310000000005,2000231,179920.02000000005,3000231,299.29999999999995,341,300
232,1548,Alexander,Kelly,773,El Paso,TX,79999,(915) 123-4567,6/10/21,1000232,80416.06999999999,2000232,179392.13000000003,3000232,1332.66,773,10100
233,5748,Destiny,Ferguson,754,El Paso,TX,79999,(915) 123-4567,8/23/60,1000233,45914.36999999999,2000233,150356.17,3000233,1706.2699999999995,754,11900
234,1981,Samantha,May,838,El Paso,TX,79999,(915) 123-4567,12/18/97,1000234,97140.84999999992,2000234,155494.80999999997,3000234,916.9799999999999,838,16600
235,8933,Joseph,Lewis,390,El Paso,TX,79999,(915) 123-4567,5/27/85,1000235,59070.92000000001,2000235,167486.70000000007,3000235,99.32999999999998,390,100
236,9836,Andrew,Campos,393,El Paso,TX,79999,(915) 123-4567,2/19/80,1000236,75051.00999999998,2000236,181268.24000000017,3000236,70.95999999999998,393,100
237,5418,Jesse,Montgomery,430,El Paso,TX,79999,(915) 123-4567,3/31/74,1000237,90586.15999999999,2000237,197303.36000000002,3000237,259.29,430,300
238,6948,Anna,Gutierrez,370,El Paso,TX,79999,(915) 123-4567,10/11/88,1000238,108162.89999999998,2000238,180369.9499999999,3000238,392.9300000000001,370,400
239,5910,Joel,Arellano,757,El Paso,TX,79999,(915) 123-4567,7/3/05,1000239,101558.07000000004,2000239,161321.74,3000239,1383.7100000000005,757,14200
240,6414,Kaylee,Patterson,606,El Paso,TX,79999,(915) 123-4567,2/19/76,1000240,97011.09999999996,2000240,186139.1000000001,3000240,451.29000000000025,606,1900
241,3984,James,Henderson,348,El Paso,TX,79999,(915) 123-4567,3/23/94,1000241,79558.57,2000241,196432.34999999998,3000241,490.77,348,500
242,5482,Ashley,Jones,510,El Paso,TX,79999,(915) 123-4567,12/17/06,1000242,64615.99999999997,2000242,173680.32999999993,3000242,396.84000000000003,510,400
243,3950,Erik,Case,331,El Paso,TX,79999,(915) 123-4567,7/5/05,1000243,66377.34,2000243,168689.76000000004,3000243,388.79,331,400
244,4311,Dorothy,Cox,318,El Paso,TX,79999,(915) 123-4567,9/26/48,1000244,71395.70999999995,2000244,164275.55999999997,3000244,248.97999999999996,318,300
245,9647,Jeffrey,Marquez,613,El Paso,TX,79999,(915) 123-4567,12/27/99,1000245,57719.50000000003,2000245,165892.8699999999,3000245,77.5100000000005,613,3900
246,5125,David,Gross,800,El Paso,TX,79999,(915) 123-4567,2/14/74,1000246,63527.60999999999,2000246,135303.69000000003,3000246,270.92000000000087,800,23900
247,3761,Christopher,Wright,795,El Paso,TX,79999,(915) 123-4567,2/26/79,1000247,67422.77,2000247,180339.59999999992,3000247,2448.0800000000004,795,9200
248,1594,Jessica,Moore,649,El Paso,TX,79999,(915) 123-4567,4/17/15,1000248,83890.89000000003,2000248,117430.50000000001,3000248,1038.7199999999998,649,4900
249,6358,Alejandra,Morris,364,El Paso,TX,79999,(915) 123-4567,5/28/78,1000249,57746.88999999998,2000249,176633.26000000007,3000249,498.82,364,500
250,8277,Darin,Porter,659,El Paso,TX,79999,(915) 123-4567,7/13/31,1000250,80770.26,2000250,165613.32000000004,3000250,573.2999999999995,659,3100
251,4883,Alexis,Ford,569,El Paso,TX,79999,(915) 123-4567,7/25/65,1000251,74587.84000000001,2000251,177998.60999999996,3000251,499.22,569,500
252,9825,Barbara,Robertson,757,El Paso,TX,79999,(915) 123-4567,6/4/42,1000252,106365.78000000006,2000252,155156.54999999993,3000252,45.040000000000035,757,15000
253,3287,David,Wright,679,El Paso,TX,79999,(915) 123-4567,6/6/02,1000253,75166.85000000002,2000253,147463.77000000002,3000253,727.5100000000001,679,6300
254,6594,Jessica,Martin,375,El Paso,TX,79999,(915) 123-4567,8/20/88,1000254,53684.41000000001,2000254,142366.98000000004,3000254,123.28000000000007,375,500
255,7675,Brooke,Padilla,390,El Paso,TX,79999,(915) 123-4567,6/19/06,1000255,93288.20000000001,2000255,123284.79,3000255,173.05999999999997,390,400
256,6720,Susan,Humphrey,376,El Paso,TX,79999,(915) 123-4567,6/14/98,1000256,90800.77000000002,2000256,182596.46,3000256,497.4300000000001,376,500
257,6218,Robert,Wu,838,El Paso,TX,79999,(915) 123-4567,11/17/69,1000257,62984.36999999999,2000257,188032.25999999992,3000257,107.96000000000026,838,20000
258,1197,Karen,Thomas,659,El Paso,TX,79999,(915) 123-4567,11/1/18,1000258,103883.26,2000258,198120.11000000007,3000258,544.6800000000001,659,4100
259,3372,Chris,Holden,702,El Paso,TX,79999,(915) 123-4567,1/8/53,1000259,87172.85000000005,2000259,195674.12000000005,3000259,1267.54,702,6700
260,9681,Matthew,Erickson,344,El Paso,TX,79999,(915) 123-4567,6/8/01,1000260,69754.77999999997,2000260,185153.83999999997,3000260,148.19000000000003,344,400
261,7698,Leroy,Walters,748,El Paso,TX,79999,(915) 123-4567,3/7/71,1000261,119210.63000000005,2000261,179667.36999999994,3000261,81.4100000000005,748,8000
262,6375,Brian,Castillo,756,El Paso,TX,79999,(915) 123-4567,9/9/87,1000262,67247.92,2000262,174070.47000000012,3000262,412.55,756,14400
263,3133,James,Romero,611,El Paso,TX,79999,(915) 123-4567,3/8/44,1000263,15896.569999999998,2000263,170173.50000000003,3000263,814.3000000000004,611,3800
264,1436,Karen,Zhang,599,El Paso,TX,79999,(915) 123-4567,8/7/05,1000264,102233.23999999998,2000264,181065.16999999993,3000264,728.3800000000001,599,1500
265,1319,David,Thomas,579,El Paso,TX,79999,(915) 123-4567,11/17/91,1000265,70080.58,2000265,203570.95000000007,3000265,597.6400000000002,579,600
266,6607,William,Hunter,798,El Paso,TX,79999,(915) 123-4567,5/10/83,1000266,50144.79999999995,2000266,142985.97,3000266,655.1399999999994,798,14000
267,2573,Craig,Schaefer,317,El Paso,TX,79999,(915) 123-4567,1/26/93,1000267,64698.53000000002,2000267,176819.21000000008,3000267,65.68999999999997,317,100
268,2666,Michelle,Jones,659,El Paso,TX,79999,(915) 123-4567,7/8/81,1000268,100388.35,2000268,141631.06000000003,3000268,556.7800000000002,659,4000
269,1825,Angelica,Bruce,807,El Paso,TX,79999,(915) 123-4567,3/3/78,1000269,27754.089999999997,2000269,162228.91999999998,3000269,509.03000000000054,807,20800
270,3476,Susan,Allen,644,El Paso,TX,79999,(915) 123-4567,12/21/33,1000270,111257.58999999985,2000270,178946.26999999993,3000270,696.2500000000002,644,2200
271,4163,Tanya,Davis,495,El Paso,TX,79999,(915) 123-4567,10/2/29,1000271,41221.74000000001,2000271,156410.1000000001,3000271,199.18000000000004,495,200
272,1878,Mark,Richards,613,El Paso,TX,79999,(915) 123-4567,3/23/36,1000272,87220.31999999993,2000272,200254.98000000013,3000272,1129.3100000000004,613,3300
273,2769,Shannon,Bennett,459,El Paso,TX,79999,(915) 123-4567,2/4/72,1000273,76585.7700000001,2000273,166936.68999999994,3000273,380.99,459,400
274,1439,Robert,Davis,693,El Paso,TX,79999,(915) 123-4567,1/24/78,1000274,87226.36999999998,2000274,165587.34999999992,3000274,763.9100000000003,693,5800
275,1811,Allison,Chang,767,El Paso,TX,79999,(915) 123-4567,12/22/02,1000275,53656.47000000003,2000275,158547.38999999996,3000275,905.3399999999996,767,15600
276,7388,Michael,Williams,493,El Paso,TX,79999,(915) 123-4567,3/15/40,1000276,114986.66,2000276,193166.13000000003,3000276,199.89,493,200
277,7445,Susan,Garcia,398,El Paso,TX,79999,(915) 123-4567,10/20/46,1000277,85677.0100000001,2000277,166692.26999999993,3000277,193.54,398,200
278,5475,Mario,Walker,796,El Paso,TX,79999,(915) 123-4567,10/17/13,1000278,81261.04999999997,2000278,172590.16999999998,3000278,408.1899999999998,796,12500
279,1141,Mary,Church,359,El Paso,TX,79999,(915) 123-4567,7/25/61,1000279,116338.35999999996,2000279,150931.18999999994,3000279,571.0400000000002,359,600
280,5850,Gregory,Sullivan,464,El Paso,TX,79999,(915) 123-4567,5/14/06,1000280,83099.24999999997,2000280,199639.79999999996,3000280,158.63000000000005,464,300
281,2994,Lauren,Hall,334,El Paso,TX,79999,(915) 123-4567,11/6/92,1000281,80807.85,2000281,174723.75,3000281,396.36000000000024,334,400
282,5725,Dawn,King,655,El Paso,TX,79999,(915) 123-4567,5/20/21,1000282,52786.84,2000282,192346.04,3000282,1283.0500000000004,655,2100
283,2957,Daniel,Romero,340,El Paso,TX,79999,(915) 123-4567,9/19/15,1000283,41783.640000000014,2000283,172906.36000000002,3000283,499.4400000000001,340,500
284,2843,Jacqueline,Dunn,533,El Paso,TX,79999,(915) 123-4567,3/20/28,1000284,107641.57999999994,2000284,169501.79999999993,3000284,592.13,533,600
285,4626,Chris,King,622,El Paso,TX,79999,(915) 123-4567,5/12/62,1000285,93427.89,2000285,151942.94999999992,3000285,864.1000000000005,622,2100
286,8596,Tammy,Martinez,447,El Paso,TX,79999,(915) 123-4567,4/2/50,1000286,66220.00000000003,2000286,160372.75999999986,3000286,61.64000000000001,447,100
287,5751,Dustin,Oliver,836,El Paso,TX,79999,(915) 123-4567,11/30/56,1000287,60177.93999999995,2000287,178706.05999999994,3000287,149.03999999999942,836,22900
288,9872,Nicole,Harvey,757,El Paso,TX,79999,(915) 123-4567,1/15/64,1000288,74006.20000000004,2000288,169226.88,3000288,926.6800000000002,757,12700
289,3100,Matthew,Perez,375,El Paso,TX,79999,(915) 123-4567,12/21/39,1000289,64100.020000000004,2000289,182186.59000000005,3000289,498.4100000000001,375,500
290,1652,Kristy,Hoover,619,El Paso,TX,79999,(915) 123-4567,7/23/20,1000290,86583.3,2000290,160975.30999999997,3000290,1551.9099999999999,619,2900
291,7922,Mary,Cruz,352,El Paso,TX,79999,(915) 123-4567,7/9/78,1000291,91181.26000000001,2000291,140516.65000000002,3000291,484.7199999999999,352,500
292,7724,Alexandra,Robinson,556,El Paso,TX,79999,(915) 123-4567,3/31/98,1000292,119783.55999999992,2000292,162779.97000000003,3000292,99.53,556,100
293,3209,Tami,Alexander,468,El Paso,TX,79999,(915) 123-4567,9/28/85,1000293,40192.63,2000293,219526.2799999999,3000293,497.59,468,500
294,8538,Susan,Davis,810,El Paso,TX,79999,(915) 123-4567,3/18/76,1000294,93445.81999999989,2000294,163105.05000000002,3000294,382.34000000000003,810,21100
295,6754,Jeffrey,Luna,675,El Paso,TX,79999,(915) 123-4567,10/4/35,1000295,65819.27999999997,2000295,142964.92000000004,3000295,675.8799999999999,675,5800
296,3411,Adam,Maldonado,840,El Paso,TX,79999,(915) 123-4567,8/10/37,1000296,53937.75999999998,2000296,166198.53000000006,3000296,748.1400000000009,840,23000
297,4271,Maria,Mitchell,467,El Paso,TX,79999,(915) 123-4567,1/17/99,1000297,76788.58000000002,2000297,164403.1700000001,3000297,246.34999999999997,467,400
298,3587,Stephen,Villegas,358,El Paso,TX,79999,(915) 123-4567,4/29/35,1000298,61624.369999999915,2000298,138794.41,3000298,98.41999999999999,358,100
299,9869,Ryan,Mcconnell,462,El Paso,TX,79999,(915) 123-4567,11/11/49,1000299,68516.52,2000299,155744.4,3000299,97.14,462,100
300,8341,Theresa,Macias,373,El Paso,TX,79999,(915) 123-4567,1/7/10,1000300,67273.58000000002,2000300,169290.29999999996,3000300,179.1300000000001,373,600
301,9471,Lance,Dominguez,805,El Paso,TX,79999,(915) 123-4567,11/19/69,1000301,81661.07,2000301,153170.50999999998,3000301,1760.8599999999997,805,16500
302,6840,Bradley,Rodriguez,768,El Paso,TX,79999,(915) 123-4567,10/5/94,1000302,78514.55000000005,2000302,148560.14999999997,3000302,829.8000000000001,768,8700
303,1237,Gloria,Page,760,El Paso,TX,79999,(915) 123-4567,4/26/88,1000303,111453.15000000004,2000303,189885.77,3000303,625.0400000000001,760,13800
304,1755,Jasmine,Ramirez,434,El Paso,TX,79999,(915) 123-4567,11/19/19,1000304,94561.62000000002,2000304,154386.8,3000304,193.74,434,200
305,8149,David,Mills,748,El Paso,TX,79999,(915) 123-4567,12/16/33,1000305,85435.76,2000305,167954.86,3000305,933.28,748,15100
306,5744,Elizabeth,Kim,741,El Paso,TX,79999,(915) 123-4567,7/31/50,1000306,62288.17999999999,2000306,184635.78999999998,3000306,1621.7800000000007,741,8000
307,1236,Laura,Smith,822,El Paso,TX,79999,(915) 123-4567,6/29/20,1000307,130870.32999999991,2000307,130115.87,3000307,585.7499999999998,822,16600
308,3220,Amy,Bradley,655,El Paso,TX,79999,(915) 123-4567,4/17/65,1000308,103137.56000000007,2000308,146955.13999999998,3000308,464.16999999999985,655,900
309,1114,Denise,Morales,365,El Paso,TX,79999,(915) 123-4567,3/10/45,1000309,66314.78000000001,2000309,180078.65000000005,3000309,495.68000000000006,365,500
310,2982,Marissa,Oconnell,822,El Paso,TX,79999,(915) 123-4567,9/8/81,1000310,83813.02000000008,2000310,137567.08999999994,3000310,596.5199999999988,822,24500
311,8264,Gregory,Maxwell,447,El Paso,TX,79999,(915) 123-4567,5/27/72,1000311,64796.989999999954,2000311,215187.64999999997,3000311,390.22999999999996,447,400
312,7482,Jenny,Henry,334,El Paso,TX,79999,(915) 123-4567,1/5/09,1000312,89637.13000000006,2000312,183722.51000000004,3000312,397.25000000000006,334,400
313,6581,Matthew,Campbell,696,El Paso,TX,79999,(915) 123-4567,11/5/42,1000313,96125.31000000006,2000313,209366.94,3000313,329.69999999999953,696,5300
314,2772,Lisa,Gaines,461,El Paso,TX,79999,(915) 123-4567,8/21/33,1000314,36095.72000000001,2000314,180544.16000000006,3000314,99.10000000000001,461,100
315,4390,Jonathan,Christian,668,El Paso,TX,79999,(915) 123-4567,3/5/43,1000315,78714.01000000004,2000315,158141.93999999997,3000315,729.9500000000003,668,2300
316,2230,Brenda,Douglas,469,El Paso,TX,79999,(915) 123-4567,10/16/94,1000316,68053.39000000004,2000316,155815.20999999993,3000316,299.28999999999996,469,300
317,3944,Rachel,Phillips,529,El Paso,TX,79999,(915) 123-4567,3/25/99,1000317,41802.300000000025,2000317,198768.65,3000317,99.21000000000001,529,100
318,6340,Jade,Crawford,432,El Paso,TX,79999,(915) 123-4567,1/8/43,1000318,72537.7600000001,2000318,153469.64000000013,3000318,397.35,432,400
319,8345,Brian,Jacobson,692,El Paso,TX,79999,(915) 123-4567,11/20/91,1000319,66981.38999999994,2000319,156154.55999999997,3000319,122.65000000000043,692,5000
320,5375,Francisco,Moore,826,El Paso,TX,79999,(915) 123-4567,4/16/20,1000320,83382.03,2000320,217697.58000000007,3000320,438.9900000000003,826,22900
321,1475,Kathleen,Small,679,El Paso,TX,79999,(915) 123-4567,8/11/45,1000321,87939.12000000001,2000321,176261.68000000005,3000321,835.87,679,7400
322,3329,Lindsay,Webster,784,El Paso,TX,79999,(915) 123-4567,11/7/32,1000322,70126.89999999997,2000322,176565.96000000002,3000322,858.2300000000007,784,15700
323,1409,Michelle,Ortiz,334,El Paso,TX,79999,(915) 123-4567,1/15/76,1000323,83998.34000000004,2000323,155067.04999999993,3000323,96.57,334,100
324,7424,Cheryl,Wilson,828,El Paso,TX,79999,(915) 123-4567,1/20/11,1000324,96165.65999999992,2000324,138369.40999999995,3000324,1456.1299999999992,828,23900
325,6439,Melissa,Rivera,377,El Paso,TX,79999,(915) 123-4567,10/22/57,1000325,63323.66,2000325,122767.50999999997,3000325,88.71,377,100
326,7383,Bryan,Hardy,793,El Paso,TX,79999,(915) 123-4567,6/15/02,1000326,78471.03999999996,2000326,125908.03999999998,3000326,655.5500000000009,793,14000
327,3173,Jason,Wolfe,539,El Paso,TX,79999,(915) 123-4567,5/24/47,1000327,81047.78,2000327,168664.65999999997,3000327,598.0600000000003,539,600
328,3947,Stacey,Paul,730,El Paso,TX,79999,(915) 123-4567,9/23/66,1000328,71828.34999999999,2000328,175176.97,3000328,388.6400000000001,730,7000
329,2502,Crystal,Johnson,332,El Paso,TX,79999,(915) 123-4567,8/25/99,1000329,75177.67999999998,2000329,135603.13999999998,3000329,399.28,332,400
330,2805,Jordan,Wilson,324,El Paso,TX,79999,(915) 123-4567,2/1/20,1000330,89100.96999999996,2000330,169129.33000000002,3000330,498.12,324,500
331,5284,Amanda,Shepherd,402,El Paso,TX,79999,(915) 123-4567,12/30/95,1000331,82794.22999999995,2000331,168984.1200000001,3000331,197.31000000000003,402,200
332,1940,Alexander,Cameron,518,El Paso,TX,79999,(915) 123-4567,7/5/57,1000332,57465.31000000004,2000332,154793.17,3000332,368.9800000000001,518,400
333,3803,Kevin,Scott,718,El Paso,TX,79999,(915) 123-4567,9/3/45,1000333,90028.98999999993,2000333,166969.03,3000333,924.6499999999999,718,7400
334,9501,Kyle,Taylor,658,El Paso,TX,79999,(915) 123-4567,3/8/00,1000334,60537.63999999994,2000334,164115.00999999998,3000334,496.41999999999985,658,4300
335,3439,Kimberly,Garcia,439,El Paso,TX,79999,(915) 123-4567,11/16/58,1000335,69801.45000000003,2000335,188894.67999999993,3000335,392.9400000000001,439,400
336,2432,Chelsea,Porter,638,El Paso,TX,79999,(915) 123-4567,4/19/48,1000336,65164.78999999999,2000336,156296.01000000007,3000336,547.1800000000005,638,1700
337,6965,Emma,Armstrong,310,El Paso,TX,79999,(915) 123-4567,3/4/70,1000337,77107.53000000001,2000337,172867.01,3000337,599.8899999999999,310,600
338,8569,Courtney,Johnson,625,El Paso,TX,79999,(915) 123-4567,10/28/82,1000338,97136.3,2000338,153533.5199999999,3000338,657.3600000000004,625,1900
339,3729,Ronald,Kent,802,El Paso,TX,79999,(915) 123-4567,10/29/06,1000339,65334.90999999998,2000339,162355.40999999997,3000339,609.4199999999997,802,18700
340,4301,Ricky,Thompson,340,El Paso,TX,79999,(915) 123-4567,3/11/45,1000340,72971.94000000005,2000340,153716.17,3000340,398.23000000000013,340,400
